brand_id,sku,name,ean,category,packing_unit,cost_price,manufacturer,weight,length,width,height,dishwasher,microwave,volume,description,image_url
9cfba3f5-8c7c-4ce9-b63e-681c8c2ae447,661272,Tray High Five,4021766223669,DI D@H Tray,6,2.25,PPD,100,14,23,0,Yes,Yes,,Breakfast trays made out of formica with melamine covering. The measures are 23.3 x 14.3 cm. The trays are dishwasher safe.,
9cfba3f5-8c7c-4ce9-b63e-681c8c2ae447,661235,Tray Weltbester Opa,4021766210140,DI D@H Tray,6,2.25,PPD,100,14,23,0,Yes,Yes,,Breakfast trays made out of formica with melamine covering. The measures are 23.3 x 14.3 cm. The trays are dishwasher safe.,
9cfba3f5-8c7c-4ce9-b63e-681c8c2ae447,661234,Tray Weltbeste Oma,4021766210133,DI D@H Tray,6,2.25,PPD,100,14,23,0,Yes,Yes,,Breakfast trays made out of formica with melamine covering. The measures are 23.3 x 14.3 cm. The trays are dishwasher safe.,
9cfba3f5-8c7c-4ce9-b63e-681c8c2ae447,661233,Tray Weltbester Papa,4021766210126,DI D@H Tray,6,2.25,PPD,100,14,23,0,Yes,Yes,,Breakfast trays made out of formica with melamine covering. The measures are 23.3 x 14.3 cm. The trays are dishwasher safe.,
9cfba3f5-8c7c-4ce9-b63e-681c8c2ae447,661232,Tray Weltbeste Mama,4021766210119,DI D@H Tray,6,2.25,PPD,100,14,23,0,Yes,Yes,,Breakfast trays made out of formica with melamine covering. The measures are 23.3 x 14.3 cm. The trays are dishwasher safe.,
9cfba3f5-8c7c-4ce9-b63e-681c8c2ae447,661212,Tray Besonderer Engel,4021766198202,DI D@H Tray,6,2.25,PPD,100,14,23,0,Yes,Yes,,Breakfast trays made out of formica with melamine covering. The measures are 23.3 x 14.3 cm. The trays are dishwasher safe.,
9cfba3f5-8c7c-4ce9-b63e-681c8c2ae447,661208,Tray Mietzekatze,4021766198165,DI D@H Tray,6,2.25,PPD,100,14,23,0,Yes,Yes,,Breakfast trays made out of formica with melamine covering. The measures are 23.3 x 14.3 cm. The trays are dishwasher safe.,
9cfba3f5-8c7c-4ce9-b63e-681c8c2ae447,661065,Tray Chillkröte,4021766168779,DI D@H Tray,6,2.25,PPD,100,14,23,0,Yes,Yes,,Breakfast trays made out of formica with melamine covering. The measures are 23.3 x 14.3 cm. The trays are dishwasher safe.,
9cfba3f5-8c7c-4ce9-b63e-681c8c2ae447,604814,Pure Sailing blue Matte Bowl 30,4021766281430,PO Matte Bowl 30,3,21.5,PPD,1740,30,30,6,Yes,No,3,The specially created shape of the big matt bowl has a diameter of 30 cm and the dimensions 30x30x6 cm. It is made of New Bone China and is dishwasher and microwave safe. The bowl holds 2.5 l and weighs 174 kg.,
9cfba3f5-8c7c-4ce9-b63e-681c8c2ae447,604810,Pure Easter gold  Egg Cup Set CB,4021766281010,PO Egg Cup Set CB,6,6.25,PPD,120,12,6,5,Yes,No,,Two egg cups made of fine magnesium porcelain with a diameter of 5.2 cm (top) and 4cm (bottom).The height is 4.8cm. The egg cups are dishwasher safe and packed in a trendy cardboard gift box with name tag. The measures of the box are: HWD,
9cfba3f5-8c7c-4ce9-b63e-681c8c2ae447,604809,Aquarell Hearts Egg Cup Set CB,4021766281003,PO Egg Cup Set CB,6,6.25,PPD,120,12,6,5,Yes,No,,Two egg cups made of fine magnesium porcelain with a diameter of 5.2 cm (top) and 4cm (bottom).The height is 4.8cm. The egg cups are dishwasher safe and packed in a trendy cardboard gift box with name tag. The measures of the box are: HWD,
9cfba3f5-8c7c-4ce9-b63e-681c8c2ae447,604807,Typ&Frau Egg Cup Set CB,4021766280983,PO Egg Cup Set CB,6,6.25,PPD,120,12,6,5,Yes,No,,Two egg cups made of fine magnesium porcelain with a diameter of 5.2 cm (top) and 4cm (bottom).The height is 4.8cm. The egg cups are dishwasher safe and packed in a trendy cardboard gift box with name tag. The measures of the box are: HWD,
9cfba3f5-8c7c-4ce9-b63e-681c8c2ae447,604802,Breakfast Club Egg Cup Set CB,4021766280679,PO Egg Cup Set CB,6,6.25,PPD,120,12,6,5,Yes,No,,Two egg cups made of fine magnesium porcelain with a diameter of 5.2 cm (top) and 4cm (bottom).The height is 4.8cm. The egg cups are dishwasher safe and packed in a trendy cardboard gift box with name tag. The measures of the box are: HWD,
9cfba3f5-8c7c-4ce9-b63e-681c8c2ae447,604799,Dinos Kids Set,4021766280648,PO Kids Set,3,14.95,PPD,940,20,20,10,Yes,Yes,,The Kids Set made of New Bone China consists of three pieces. The cup has a filling volume of 0.25l. The bowl has a diameter of 12 cm and the plate a diameter of 21 cm.,
9cfba3f5-8c7c-4ce9-b63e-681c8c2ae447,604798,Happy Lion Kids Set,4021766280631,PO Kids Set,3,14.95,PPD,940,20,20,10,Yes,Yes,,The Kids Set made of New Bone China consists of three pieces. The cup has a filling volume of 0.25l. The bowl has a diameter of 12 cm and the plate a diameter of 21 cm.,
9cfba3f5-8c7c-4ce9-b63e-681c8c2ae447,604796,Happy Cat Kids Set,4021766280617,PO Kids Set,3,14.95,PPD,940,20,20,10,Yes,Yes,,The Kids Set made of New Bone China consists of three pieces. The cup has a filling volume of 0.25l. The bowl has a diameter of 12 cm and the plate a diameter of 21 cm.,
9cfba3f5-8c7c-4ce9-b63e-681c8c2ae447,604794,Kid Party Kids Set,4021766280594,PO Kids Set,3,14.95,PPD,940,20,20,10,Yes,Yes,,The Kids Set made of New Bone China consists of three pieces. The cup has a filling volume of 0.25l. The bowl has a diameter of 12 cm and the plate a diameter of 21 cm.,
9cfba3f5-8c7c-4ce9-b63e-681c8c2ae447,604792,Love Bears Kids Set,4021766280570,PO Kids Set,3,14.95,PPD,940,20,20,10,Yes,Yes,,The Kids Set made of New Bone China consists of three pieces. The cup has a filling volume of 0.25l. The bowl has a diameter of 12 cm and the plate a diameter of 21 cm.,
9cfba3f5-8c7c-4ce9-b63e-681c8c2ae447,604779,Olives Matte Bowl 16,4021766280440,PO Matte Bowl 16,6,6.75,PPD,560,16,16,7,Yes,No,850,The specially created shape of the matt bowl has a diameter of 16 cm and the dimensions 16x16x6.5 cm. It is made of New Bone China and is dishwasher and microwave safe. The bowl holds 850 ml and weighs 560g.,
9cfba3f5-8c7c-4ce9-b63e-681c8c2ae447,604771,Pure Sailing blue Matte Plate 21,4021766280365,PO Matte Plate 21,6,6.25,PPD,420,21,21,2,Yes,No,,"The specially created shape of the matte plate small has a diameter of 21 cm and the dimensions 21x21x2 cm. The plate is made of New Bone China, is dishwasher and microwave safe and weighs 420g.",
9cfba3f5-8c7c-4ce9-b63e-681c8c2ae447,604768,Pure Sailing blue Matte Storage Jar,4021766280334,PO Matte Storage Jar,6,7.55,PPD,400,10,9,9,Yes,Yes,0,The specially created shape of the matt storage jar has a diameter of 9 cm & the dimensions 9x9x10 cm. It is made of New Bone China & can be closed airtight with a bamboo lid with silicone seal. The filling volume is 350 ml.,
9cfba3f5-8c7c-4ce9-b63e-681c8c2ae447,604766,Pure Anchor taupe Matte Bowl 30,4021766280310,PO Matte Bowl 30,3,21.5,PPD,1740,30,30,6,Yes,No,3,The specially created shape of the big matt bowl has a diameter of 30 cm and the dimensions 30x30x6 cm. It is made of New Bone China and is dishwasher and microwave safe. The bowl holds 2.5 l and weighs 174 kg.,
9cfba3f5-8c7c-4ce9-b63e-681c8c2ae447,604750,Molly & Friends Trend Mug GB,4021766280150,PO Trend Mug GB,6,8.25,PPD,348,10,10,10,Yes,Yes,0,"Big, decorated cup made out of fine magnesium porcelain in a matching square gift box. The capacity of the cup is 0.4 l, 10cm height and it has a diameter of 9.8cm. It is dishwasher safe and suitable for microwave use.",
9cfba3f5-8c7c-4ce9-b63e-681c8c2ae447,604740,Aquarell Hearts Trend Plate 21,4021766280051,PO Trend Plate 21,6,6.25,PPD,360,2,21,21,Yes,Yes,,"The Trend plate rounds up the TrendLinie from ppd. With a diameter of 21 cm, the plate can be used as a breakfast, dessert or side plate. Dishwasher and microwave safe.",
9cfba3f5-8c7c-4ce9-b63e-681c8c2ae447,604739,Aquarell Hearts Trend Bowl,4021766280044,PO Trend Bowl,6,6.25,PPD,380,6,15,15,Yes,Yes,1,"The Trend Bowl is made of New Bone Chine and rounds up the TrendLinie from ppd.  It has a filling volume of 1,395 ml and a weight of 0,38 kg. Length 6.2 cm, width 15 cm, height 15 cm",
9cfba3f5-8c7c-4ce9-b63e-681c8c2ae447,604735,Little Hearts Matte Espresso,4021766280006,PO Matte Espresso,6,9.45,PPD,360,14,14,7,Yes,Yes,0,"Stylish and hand-flattering espresso cup (0.075l) with saucer in matt finish look made of New Bone China. Height 7 cm, Ø 13 cm",
9cfba3f5-8c7c-4ce9-b63e-681c8c2ae447,604727,"Happiness & Horses Steel Bottle 0,50",4021766279925,"ME Steel Bottle 0,50",6,9.95,PPD,290,23,7,7,No,No,500,"Double-walled insulated bottle (0.5l)made of stainless steel with matt surface,carrying handle and bamboo applicationon the lid. Keeps drinks warm for up to 12hours or cold for 24 hours and is also 100%leak-proof. Height 22.5 cm, Ø 7.1 cm.",
9cfba3f5-8c7c-4ce9-b63e-681c8c2ae447,604715,Lieblingsmensch Matte Espresso,4021766279802,PO Matte Espresso,6,8.25,PPD,360,14,14,7,Yes,Yes,0,"Stylish and hand-flattering espresso cup (0.075l) with saucer in matt finish look made of New Bone China. Height 7 cm, Ø 13 cm",
9cfba3f5-8c7c-4ce9-b63e-681c8c2ae447,604706,Love Bears Trend Mug GB,4021766279710,PO Trend Mug GB,6,8.25,PPD,348,10,10,10,Yes,Yes,0,"Big, decorated cup made out of fine magnesium porcelain in a matching square gift box. The capacity of the cup is 0.4 l, 10cm height and it has a diameter of 9.8cm. It is dishwasher safe and suitable for microwave use.",
9cfba3f5-8c7c-4ce9-b63e-681c8c2ae447,604705,Ciao Bello Matte Mug GB,4021766279703,PO Matte Mug GB,6,8.25,PPD,300,10,9,9,Yes,Yes,0,"Stylish and hand-flattering cup (0.4l) with matt finish made of New Bone China in gift box. Height 10 cm, Ø 9 cm",
9cfba3f5-8c7c-4ce9-b63e-681c8c2ae447,604704,Ciao Bella Matte Mug GB,4021766279697,PO Matte Mug GB,6,8.25,PPD,300,10,9,9,Yes,Yes,0,"Stylish and hand-flattering cup (0.4l) with matt finish made of New Bone China in gift box. Height 10 cm, Ø 9 cm",
9cfba3f5-8c7c-4ce9-b63e-681c8c2ae447,604701,Kiss Trend Mug GB,4021766279666,PO Trend Mug GB,6,8.25,PPD,348,10,10,10,Yes,Yes,0,"Big, decorated cup made out of fine magnesium porcelain in a matching square gift box. The capacity of the cup is 0.4 l, 10cm height and it has a diameter of 9.8cm. It is dishwasher safe and suitable for microwave use.",
9cfba3f5-8c7c-4ce9-b63e-681c8c2ae447,604700,Germaine Matte Mug GB,4021766279659,PO Matte Mug GB,6,8.25,PPD,300,10,9,9,Yes,Yes,0,"Stylish and hand-flattering cup (0.4l) with matt finish made of New Bone China in gift box. Height 10 cm, Ø 9 cm",
9cfba3f5-8c7c-4ce9-b63e-681c8c2ae447,604686,Bird Paradise Trend Mug GB,4021766279512,PO Trend Mug GB,6,8.25,PPD,348,10,10,10,Yes,Yes,0,"Big, decorated cup made out of fine magnesium porcelain in a matching square gift box. The capacity of the cup is 0.4 l, 10cm height and it has a diameter of 9.8cm. It is dishwasher safe and suitable for microwave use.",
9cfba3f5-8c7c-4ce9-b63e-681c8c2ae447,604673,Flower Blush Trend Mug GB,4021766279383,PO Trend Mug GB,6,8.25,PPD,348,10,10,10,Yes,Yes,0,"Big, decorated cup made out of fine magnesium porcelain in a matching square gift box. The capacity of the cup is 0.4 l, 10cm height and it has a diameter of 9.8cm. It is dishwasher safe and suitable for microwave use.",
9cfba3f5-8c7c-4ce9-b63e-681c8c2ae447,604672,Armonia 2 Mug Set,4021766279376,PO 2 Mug Set,6,10.95,PPD,760,11,9,9,Yes,Yes,0,"Cup set of two large decorated magnesium porcelain cups in matching gift box. The capacity of the cups is 0.35l each, the height is about 10.7 cm and it has a Ø of 9 cm. It is dishwasher safe and microwaveable.",
9cfba3f5-8c7c-4ce9-b63e-681c8c2ae447,604671,Armonia Trend Mug GB,4021766279369,PO Trend Mug GB,6,8.25,PPD,348,10,10,10,Yes,Yes,0,"Big, decorated cup made out of fine magnesium porcelain in a matching square gift box. The capacity of the cup is 0.4 l, 10cm height and it has a diameter of 9.8cm. It is dishwasher safe and suitable for microwave use.",
9cfba3f5-8c7c-4ce9-b63e-681c8c2ae447,604660,Nana Trendglas DW,4021766279253,GL Trendglas DW,6,7.55,PPD,150,10,10,10,Yes,No,0,"The 0.3l capacity, double-walled tea glass is made of heat-resistant borosilicate glass. The motifs are on the outside of the inner wall of the glass so they are safe from scratches or abrasion! H9,5cm W9,5cm. Dishwasher safe, not microwave safe",
9cfba3f5-8c7c-4ce9-b63e-681c8c2ae447,604657,Nana Trend Mug GB,4021766279222,PO Trend Mug GB,6,8.25,PPD,348,10,10,10,Yes,Yes,0,"Big, decorated cup made out of fine magnesium porcelain in a matching square gift box. The capacity of the cup is 0.4 l, 10cm height and it has a diameter of 9.8cm. It is dishwasher safe and suitable for microwave use.",
9cfba3f5-8c7c-4ce9-b63e-681c8c2ae447,604652,Flower Power Trend Plate 21,4021766279178,PO Trend Plate 21,6,6.25,PPD,360,2,21,21,Yes,Yes,,"The Trend plate rounds up the TrendLinie from ppd. With a diameter of 21 cm, the plate can be used as a breakfast, dessert or side plate. Dishwasher and microwave safe.",
9cfba3f5-8c7c-4ce9-b63e-681c8c2ae447,604635,"Heart of Gold rosé Steel Bottle 0,50",4021766279000,"ME Steel Bottle 0,50",6,9.95,PPD,290,23,7,7,No,No,500,"Double-walled insulated bottle (0.5l)made of stainless steel with matt surface,carrying handle and bamboo applicationon the lid. Keeps drinks warm for up to 12hours or cold for 24 hours and is also 100%leak-proof. Height 22.5 cm, Ø 7.1 cm.",
9cfba3f5-8c7c-4ce9-b63e-681c8c2ae447,604633,Heart of Gold taupe Matte Mug GB,4021766278980,PO Matte Mug GB,6,9.45,PPD,300,10,9,9,Yes,Yes,0,"Stylish and hand-flattering cup (0.4l) with matt finish made of New Bone China in gift box. Height 10 cm, Ø 9 cm",
9cfba3f5-8c7c-4ce9-b63e-681c8c2ae447,604632,Heart of Gold rosé Matte Mug GB,4021766278973,PO Matte Mug GB,6,9.45,PPD,300,10,9,9,Yes,Yes,0,"Stylish and hand-flattering cup (0.4l) with matt finish made of New Bone China in gift box. Height 10 cm, Ø 9 cm",
9cfba3f5-8c7c-4ce9-b63e-681c8c2ae447,604631,Pure Sailing gold Matte Espresso,4021766278966,PO Matte Espresso,6,9.45,PPD,360,14,14,7,Yes,Yes,0,"Stylish and hand-flattering espresso cup (0.075l) with saucer in matt finish look made of New Bone China. Height 7 cm, Ø 13 cm",
9cfba3f5-8c7c-4ce9-b63e-681c8c2ae447,604630,Pure Anchor gold Matte Mug GB,4021766278959,PO Matte Mug GB,6,9.45,PPD,300,10,9,9,Yes,Yes,0,"Stylish and hand-flattering cup (0.4l) with matt finish made of New Bone China in gift box. Height 10 cm, Ø 9 cm",
9cfba3f5-8c7c-4ce9-b63e-681c8c2ae447,604626,Pure Anchor taupe Wood Tray nature,4021766278911,DI Wood Tray nature,3,9.45,PPD,345,14,29,2,No,No,,"Engraved serving and cutting tray for the mostdelicious appetisers, delicacies and snacks. It ismade of acacia wood and the motif is appliedby laser engraving. Thanks to the wooden handle,the tray sits well in the hand and is easy to carry.",
9cfba3f5-8c7c-4ce9-b63e-681c8c2ae447,604625,Pure Sailing taupe Matte Mug GB,4021766278904,PO Matte Mug GB,6,8.25,PPD,300,10,9,9,Yes,Yes,0,"Stylish and hand-flattering cup (0.4l) with matt finish made of New Bone China in gift box. Height 10 cm, Ø 9 cm",
9cfba3f5-8c7c-4ce9-b63e-681c8c2ae447,604624,Pure Anchor blue Matte Mug GB,4021766278898,PO Matte Mug GB,6,8.25,PPD,300,10,9,9,Yes,Yes,0,"Stylish and hand-flattering cup (0.4l) with matt finish made of New Bone China in gift box. Height 10 cm, Ø 9 cm",
9cfba3f5-8c7c-4ce9-b63e-681c8c2ae447,604621,Pure Anchor taupe Matte Mug GB,4021766278867,PO Matte Mug GB,6,8.25,PPD,300,10,9,9,Yes,Yes,0,"Stylish and hand-flattering cup (0.4l) with matt finish made of New Bone China in gift box. Height 10 cm, Ø 9 cm",
9cfba3f5-8c7c-4ce9-b63e-681c8c2ae447,604614,Espresso Lover black Matte Espresso,4021766276443,PO Matte Espresso,6,8.25,PPD,360,14,14,7,Yes,Yes,0,"Stylish and hand-flattering espresso cup (0.075l) with saucer in matt finish look made of New Bone China. Height 7 cm, Ø 13 cm",
9cfba3f5-8c7c-4ce9-b63e-681c8c2ae447,604613,Pure Mood gold Matte Espresso,4021766276436,PO Matte Espresso,6,9.45,PPD,360,14,14,7,Yes,Yes,0,"Stylish and hand-flattering espresso cup (0.075l) with saucer in matt finish look made of New Bone China. Height 7 cm, Ø 13 cm",
9cfba3f5-8c7c-4ce9-b63e-681c8c2ae447,604612,Pure Mood black Matte Espresso,4021766276429,PO Matte Espresso,6,9.45,PPD,360,14,14,7,Yes,Yes,0,"Stylish and hand-flattering espresso cup (0.075l) with saucer in matt finish look made of New Bone China. Height 7 cm, Ø 13 cm",
9cfba3f5-8c7c-4ce9-b63e-681c8c2ae447,604606,Pure Heart gold Postcard,4021766275767,DI Postcard,12,0.5,PPD,6,11,15,0,No,No,,"380 gsm paper (FSC®-certified), single-sided coated and matt-laminated as well as withpartial UV varnish on the front.",
9cfba3f5-8c7c-4ce9-b63e-681c8c2ae447,604602,Ich küsse besser Postcard,4021766275729,DI Postcard,12,0.5,PPD,6,11,15,0,No,No,,"380 gsm paper (FSC®-certified), single-sided coated and matt-laminated as well as withpartial UV varnish on the front.",
9cfba3f5-8c7c-4ce9-b63e-681c8c2ae447,604596,Frances Latte MacchiatoDW,4021766275668,GL Latte MacchiatoDW,6,9.45,PPD,180,13,9,9,Yes,No,0,"The double-walled glass holds 0.4l and is made of light and stable borosilicate glass. As the motif is on the outside of the inner wall of the glass, they are safe from scratches or abrasion - for example in the dishwasher!",
9cfba3f5-8c7c-4ce9-b63e-681c8c2ae447,604593,Frances Trend Mug GB,4021766275637,PO Trend Mug GB,6,8.25,PPD,348,10,10,10,Yes,Yes,0,"Big, decorated cup made out of fine magnesium porcelain in a matching square gift box. The capacity of the cup is 0.4 l, 10cm height and it has a diameter of 9.8cm. It is dishwasher safe and suitable for microwave use.",
9cfba3f5-8c7c-4ce9-b63e-681c8c2ae447,604586,Season´s Tree Trend Plate 21,4021766275569,PO Trend Plate 21,6,6.25,PPD,360,2,21,21,Yes,Yes,,"The Trend plate rounds up the TrendLinie from ppd. With a diameter of 21 cm, the plate can be used as a breakfast, dessert or side plate. Dishwasher and microwave safe.",
9cfba3f5-8c7c-4ce9-b63e-681c8c2ae447,604577,Nicht meine Affen Happy Metal Mug,4021766275477,ME Happy Metal Mug,6,6.25,PPD,160,9,10,10,No,No,1,"This beautiful powder-coated metal mug in enamel look is lightweight yet sturdy. The cup has a capacity of 400ml and the dimensions (H: 9cm, Ø 9.8cm).",
9cfba3f5-8c7c-4ce9-b63e-681c8c2ae447,604575,Fritz Trend Mug GB,4021766275453,PO Trend Mug GB,6,8.25,PPD,348,10,10,10,Yes,Yes,0,"Big, decorated cup made out of fine magnesium porcelain in a matching square gift box. The capacity of the cup is 0.4 l, 10cm height and it has a diameter of 9.8cm. It is dishwasher safe and suitable for microwave use.",
9cfba3f5-8c7c-4ce9-b63e-681c8c2ae447,604574,Liberty a Venezia Trend Mug GB,4021766275446,PO Trend Mug GB,6,8.25,PPD,348,10,10,10,Yes,Yes,0,"Big, decorated cup made out of fine magnesium porcelain in a matching square gift box. The capacity of the cup is 0.4 l, 10cm height and it has a diameter of 9.8cm. It is dishwasher safe and suitable for microwave use.",
